feat_0,feat_1,feat_2,feat_3,target
1.3049844606563412,-1.5620464659171107,0.6795977489346758,-0.04392040203741954,1
0.2774115338908204,-2.1077139164235126,0.21645858958197486,1.8891933109317325,1
2.694362059145935,0.03296028973500453,-0.6516003476058171,0.35826105746579917,1
-0.31404939851327796,0.026633759106668764,1.0324652605511468,-0.6649668766427506,0
-2.5865078000979547,-1.5901784825951548,0.651391251305798,-2.156747953806648,0
2.0694550149455946,0.48821575155863806,0.570890510693167,-1.3722934609549133,0
-1.476016601504883,0.2780533601556212,0.5049872789804571,-1.869265240287661,0
0.3602357679448265,0.5169062792391098,-0.926930471578083,2.218727242261215,1
0.44088469130070207,-0.7435588064500624,0.9540017634932023,-1.3220441420291782,0
-1.0312392316958963,-0.0429835708078925,0.8657551941701215,-0.9655385102705523,0
-0.8714147343877574,0.25459468237879634,-1.5193699659540134,-0.8114072734787151,0
-1.772742637158581,-0.31160525420221474,2.1221561970126332,-1.9518531207725656,0
0.5691217770825205,0.5876250162764566,0.13074057728609134,0.38904772846262337,1
1.1130051723433867,-1.4269739756895403,0.852433334796224,1.1536252609008604,1
-0.971641713993039,-2.9142736771511792,-0.4749453111609562,1.2774984634941844,0
1.7376768435309435,0.6580590418412675,1.135565640180599,-0.27996806553319487,0
0.685979694202733,-2.123054461463873,-2.025142586657607,1.5876068704958008,1
1.7419680798216597,0.20904086842154546,0.6339190223180112,-0.5169620617331725,1
0.4544140491406604,0.5667570928567034,-0.23681860674000887,-0.6573555284729546,0
1.6522936984982917,-0.6035842225134647,0.6862601903745135,-0.37736271210525674,0
-1.392408201355682,-1.7807160653478746,-0.6533292325737119,-1.8738229957959467,0
0.6556483174044578,0.6416060314073773,-1.2477831819648495,-0.5298533630240327,1
0.8743513136870744,-3.913230043128119,0.7589692204932674,-2.592297425566199,0
1.1554461040386377,-0.046334074829958105,0.06428001909546277,1.068768367718419,1
2.0524163915691194,1.9398617885161915,-0.2525681513931603,2.303687693296649,1
1.5445744619733555,-0.2924878214067209,0.08187413938632256,0.7871294707531264,0
1.2831228256347358,1.2395352136956266,1.6324113039316352,1.4085343178418546,1
1.6790733854174484,1.5166236701353304,-0.48423407286625136,1.7226024572370204,1
1.841981506249343,-2.121935102619962,-0.47193186578943347,-1.7296553298304866,0
1.21949287674279,-1.3452957056913843,-1.0777447779293061,1.0330139732753494,1
-1.0322007743172419,-1.3269616693756028,-0.11473644146689901,-1.1354623204293046,0
0.8303358624391305,1.124791114899359,2.3146585666735087,0.011626353776027498,0
0.8205242668715312,-0.8854686780784882,-0.661786464768388,0.9974615687213525,1
-1.3249887711136061,-0.8579384390095048,0.9178619470547761,-1.3616782013206874,0
0.3584483556506848,0.4861410002345198,0.7746340534293368,0.9115073217511785,1
-0.2348543676676289,-0.016850322497775183,-0.7076694656187807,-0.5400480671460106,1
1.983711977432661,1.7883562619055158,-3.2412673400690726,2.049829109113225,1
2.047300261457293,1.837501790948497,-1.0243876413342898,1.6048677267191778,1
-1.7101202460293967,-1.9521743909312685,0.40498171096095553,-0.8105776762406174,0
-0.39787740241302694,-2.0810658851767503,1.7654542402810969,0.4941386742545171,0
1.0033233552078684,1.0432054129781556,0.44381942814622843,1.602148370735876,1
-0.11376077637522686,-1.7429832313908533,0.045571839903813784,2.33120428455714,1
-1.0979117569432133,0.428402574320649,-0.3345012358409484,-2.9110452242409393,0
-0.11144871746386631,-1.8934416925757966,-0.7303666317171367,2.5179292834225766,1
1.2136200772620516,-0.8462581087699308,2.1439440893253257,0.8618962406170061,1
0.6724785034151568,0.8085841160724772,-1.4301413779606327,2.5443458959388927,1
-0.4582671175424149,-2.521246623945237,-1.2002964070557762,-0.37021299462161594,0
-0.41313540085846734,-3.0715065312589593,-0.3152692446403456,-1.8434038424491348,0
1.0399552294326102,-0.7297865221309413,1.088950596967366,-0.060890477168833,1
1.7999313745231742,1.5721414913467429,1.2669111491866227,0.6780457660727653,1
3.1081496556739525,2.775688179850902,-0.44004448669698376,3.0929540010620524,1
-0.06820397486859875,0.1428600061210472,-0.05952535606180008,0.9974303490966862,1
-1.0271612713533105,0.511978549273266,-0.7925207384327007,-2.2658497448225767,0
-1.1838595402721586,-0.5123805862560519,-1.6127158711896517,-0.7779085313355204,0
0.6391019951633179,-0.8421338039503528,0.18645431476942764,1.3259595000799045,1
-0.6692355079600596,-0.0660670664000852,-0.7728252145375718,-0.4923403144989861,0
-0.30616931447899787,-1.8241961591852276,-0.48536354782910346,-1.366940997296692,0
-1.5812305772529096,-1.308240528627222,-1.867265192591748,-2.4096757659769503,0
0.09115982086987029,-1.9113730851720718,-0.7153037092599682,1.8645421814822507,1
-1.1750163022247206,-3.5265397753225227,-1.2608839543350452,0.4815107434136374,0
